UserID,CurrentStatus,Date,Steps,Distance,Floors,Calories,ActivityCalories,ActiveMinutes,Group
6222KC8,ACTIVE,1/12/17,9826,3.9,11,1780,887,0,Radiology Main
6222KC8,ACTIVE,1/13/17,11618,4.6,23,1913,1057,36,Radiology Main
6222KC8,ACTIVE,1/14/17,12668,5,14,2431,1669,206,Radiology Main
6222KC8,ACTIVE,1/15/17,17588,7.1,16,2578,1826,232,Radiology Main
6222KC8,ACTIVE,1/16/17,12864,5.1,8,2124,1279,61,Radiology Main
6222KC8,ACTIVE,1/17/17,13328,5.3,46,2540,1805,224,Radiology Main
6222KC8,ACTIVE,1/18/17,8705,3.4,15,1584,876,22,Radiology Main
6223B4Z,ACTIVE,1/10/17,14819,6.8,13,3409,2022,49,Float Team
6223B4Z,ACTIVE,1/11/17,12590,5.7,13,3270,1793,31,Float Team
6223B4Z,ACTIVE,1/12/17,57,0,0,1728,11,0,Float Team
6223B4Z,ACTIVE,1/13/17,,,,,,,Float Team
6223B4Z,ACTIVE,1/14/17,,,,,,,Float Team
6223B4Z,ACTIVE,1/15/17,,,,,,,Float Team
6223B4Z,ACTIVE,1/16/17,,,,,,,Float Team
6223B4Z,ACTIVE,1/17/17,12275,5.6,11,3160,1691,35,Float Team
6223B4Z,ACTIVE,1/18/17,11271,5.1,8,3285,1786,26,Float Team
6223B4Z,ACTIVE,1/19/17,778,0.4,0,524,98,0,Float Team
6222KD4,ACTIVE,1/10/17,3307,1.4,0,2596,701,9,ECC Main
6222KD4,ACTIVE,1/11/17,597,0.3,0,2166,158,0,ECC Main
6222KD4,ACTIVE,1/12/17,4205,1.8,0,2852,1039,23,ECC Main
6222KD4,ACTIVE,1/13/17,8975,3.8,6,3463,1747,13,ECC Main
6222KD4,ACTIVE,1/14/17,5249,2.3,0,2890,999,11,ECC Main
6222KD4,ACTIVE,1/15/17,8087,3.5,0,3183,1515,21,ECC Main
6222KD4,ACTIVE,1/16/17,3815,1.6,0,2641,762,0,ECC Main
6222KD4,ACTIVE,1/17/17,7931,3.4,0,3222,1545,23,ECC Main
6222KD4,ACTIVE,1/18/17,9177,3.9,4,3566,1911,53,ECC Main
6222NXY,ACTIVE,1/10/17,49,0,0,1559,6,0,Open Heart
6222NXY,ACTIVE,1/11/17,7664,3.3,6,2347,1032,12,Open Heart
6222NXY,ACTIVE,1/12/17,7751,3.3,8,2165,856,16,Open Heart
6222NXY,ACTIVE,1/13/17,,,,,,,Open Heart
6222NXY,ACTIVE,1/14/17,,,,,,,Open Heart
6222NXY,ACTIVE,1/15/17,,,,,,,Open Heart
6222NXY,ACTIVE,1/16/17,5768,2.5,4,2029,668,0,Open Heart
6222NXY,ACTIVE,1/17/17,12401,5.3,9,2622,1478,0,Open Heart
6222NXY,ACTIVE,1/18/17,6126,2.6,10,1813,777,0,Open Heart
6222NWK,ACTIVE,1/10/17,,,,,,,Education
6222J4F,ACTIVE,1/10/17,5579,2.3,0,1945,768,0,7CYT
6222J4F,ACTIVE,1/11/17,5791,2.4,2,2217,1150,0,7CYT
6222J4F,ACTIVE,1/12/17,17330,7.1,3,2727,1899,0,7CYT
6222J4F,ACTIVE,1/13/17,5231,2.1,0,1835,632,0,7CYT
6222J4F,ACTIVE,1/14/17,10,0,0,1351,3,0,7CYT
6222J4F,ACTIVE,1/15/17,15632,6.4,2,2705,1865,0,7CYT
6222J4F,ACTIVE,1/16/17,817,0.3,0,1470,160,0,7CYT
6222J4F,ACTIVE,1/17/17,3231,1.3,0,1750,508,0,7CYT
6222J4F,ACTIVE,1/18/17,3359,1.4,0,1884,699,0,7CYT
6222J4F,ACTIVE,1/19/17,13,0,0,351,2,0,7CYT
6222RHB,ACTIVE,1/10/17,5635,3.1,,1625,445,39,5WT
6222RHB,ACTIVE,1/11/17,798,0.4,,1329,91,0,5WT
6222RHB,ACTIVE,1/12/17,5715,3.2,,1597,383,32,5WT
6222RHB,ACTIVE,1/13/17,5412,2.7,,1591,430,15,5WT
6222RHB,ACTIVE,1/14/17,5554,2.5,,1574,409,0,5WT
6222RHB,ACTIVE,1/15/17,4574,2.1,,1544,381,0,5WT
6222RHB,ACTIVE,1/16/17,1219,0.5,,1409,212,0,5WT
6222RHB,ACTIVE,1/17/17,1094,0.5,,1343,108,0,5WT
6222RHB,ACTIVE,1/18/17,6386,3.4,,1639,464,23,5WT
6222RHB,ACTIVE,1/19/17,,,,,,,5WT
6222S7T,ACTIVE,1/10/17,15185,6.2,14,4458,2775,22,5WT
6222S7T,ACTIVE,1/11/17,12580,4.9,4,4124,2444,19,5WT
6222S7T,ACTIVE,1/12/17,14029,5.5,5,4470,2825,30,5WT
6222S7T,ACTIVE,1/13/17,10683,4,3,3842,2043,31,5WT
6222S7T,ACTIVE,1/14/17,15059,6.2,1,5180,3543,203,5WT
6222S7T,ACTIVE,1/15/17,10811,4.3,1,3936,2071,83,5WT
6222S7T,ACTIVE,1/16/17,10230,4.1,2,3713,1829,0,5WT
6222S7T,ACTIVE,1/17/17,10855,4.4,0,4056,2234,92,5WT
6222P3H,ACTIVE,1/10/17,10495,4.6,16,2910,1607,176,10WT
6222P3H,ACTIVE,1/11/17,12228,5.6,13,3185,1968,112,10WT
6222P3H,ACTIVE,1/12/17,5685,2.5,5,2319,838,52,10WT
6222P3H,ACTIVE,1/13/17,7906,3.5,8,3251,2066,43,10WT
6222P3H,ACTIVE,1/14/17,8112,3.6,0,3350,2208,102,10WT
6222P3H,ACTIVE,1/15/17,3714,1.6,2,2123,649,59,10WT
6222P3H,ACTIVE,1/16/17,7287,3.2,6,2705,1366,35,10WT
6222P3H,ACTIVE,1/17/17,6623,3,5,2177,725,27,10WT
6222P3H,ACTIVE,1/18/17,3506,1.5,7,1384,598,25,10WT
6222KBJ,ACTIVE,1/10/17,8146,2.8,0,2246,1148,0,Float Team
6222KBJ,ACTIVE,1/11/17,13684,5.7,2,2503,1390,65,Float Team
6222KBJ,ACTIVE,1/12/17,11639,4.7,0,2274,1131,43,Float Team
6222KBJ,ACTIVE,1/13/17,5906,2,0,1890,714,0,Float Team
6222KBJ,ACTIVE,1/14/17,5847,2,1,1962,766,0,Float Team
6222KBJ,ACTIVE,1/15/17,13383,5.7,2,2704,1616,119,Float Team
6222KBJ,ACTIVE,1/16/17,7536,2.5,1,2101,991,0,Float Team
6222KBJ,ACTIVE,1/17/17,6759,2.3,1,2017,901,0,Float Team
6222KBJ,ACTIVE,1/18/17,11407,4.1,0,1949,1012,34,Float Team
6223D5P,ACTIVE,1/9/17,10008,4.2,1,2351,1272,50,Float Team
6223D5P,ACTIVE,1/10/17,2480,1,1,1710,471,0,Float Team
6223D5P,ACTIVE,1/11/17,12615,5.2,0,2948,2007,155,Float Team
6223D5P,ACTIVE,1/12/17,12546,5.2,8,2809,1863,28,Float Team
6223D5P,ACTIVE,1/13/17,5909,2.5,1,2058,892,18,Float Team
6223D5P,ACTIVE,1/14/17,,,,,,,Float Team
6223D5P,ACTIVE,1/15/17,7412,3.1,9,2246,1150,44,Float Team
6223D5P,ACTIVE,1/16/17,9152,3.8,2,2521,1480,101,Float Team
6223D5P,ACTIVE,1/17/17,,,,,,,Float Team
6223D5P,ACTIVE,1/18/17,63,0,0,894,14,0,Float Team
6222K96,ACTIVE,1/9/17,,,,,,,CBO
6222K96,ACTIVE,1/10/17,11289,4.7,4,1794,870,33,CBO
6222K96,ACTIVE,1/11/17,16050,6.7,8,2154,1337,79,CBO
6222K96,ACTIVE,1/12/17,17435,7.3,2,2333,1555,64,CBO
6222K96,ACTIVE,1/13/17,10411,4.3,10,1850,920,29,CBO
6222K96,ACTIVE,1/14/17,25023,10.4,1,2781,2126,184,CBO
6222K96,ACTIVE,1/15/17,24331,10.2,1,2646,1963,109,CBO
6222K96,ACTIVE,1/16/17,21361,9,20,2377,1585,96,CBO
6222K96,ACTIVE,1/17/17,19489,8.1,16,2316,1532,68,CBO
6222K96,ACTIVE,1/18/17,17346,7.2,6,2186,1368,93,CBO
6222K96,ACTIVE,1/19/17,520,0.2,0,338,66,0,CBO
6222RBW,ACTIVE,1/9/17,8538,4.1,,2596,974,6,5WT
6222RBW,ACTIVE,1/10/17,6276,3,,2423,750,8,5WT
6222RBW,ACTIVE,1/11/17,11435,5.5,,2870,1332,27,5WT
6222RBW,ACTIVE,1/12/17,11356,5.5,,2809,1221,13,5WT
6222RBW,ACTIVE,1/13/17,10690,5.2,,2779,1242,9,5WT
6222RBW,ACTIVE,1/14/17,4074,2,,2597,1103,0,5WT
6222RBW,ACTIVE,1/15/17,3279,1.6,,2198,445,14,5WT
6222RBW,ACTIVE,1/16/17,8406,4.1,,2588,938,21,5WT
6222RBW,ACTIVE,1/17/17,7868,3.8,,2543,894,8,5WT
6222RBW,ACTIVE,1/18/17,4864,2.3,,2313,604,0,5WT
6222RBW,ACTIVE,1/19/17,,,,,,,5WT
6223YBQ,ACTIVE,1/9/17,10348,4.5,2,2239,1001,73,Patient Registration
6223YBQ,ACTIVE,1/10/17,13353,5.8,4,2535,1368,112,Patient Registration
6223YBQ,ACTIVE,1/11/17,11263,4.9,8,2345,1130,83,Patient Registration
6223YBQ,ACTIVE,1/12/17,9405,4.1,3,2336,1143,86,Patient Registration
6223YBQ,ACTIVE,1/13/17,4347,1.9,2,2033,780,20,Patient Registration
6223YBQ,ACTIVE,1/14/17,8761,3.8,0,2737,1669,50,Patient Registration
6223YBQ,ACTIVE,1/15/17,6332,2.8,0,2101,898,0,Patient Registration
6223YBQ,ACTIVE,1/16/17,5106,2.2,2,1976,720,10,Patient Registration
6223YBQ,ACTIVE,1/17/17,10412,4.6,1,2304,1084,76,Patient Registration
6223YBQ,ACTIVE,1/18/17,10281,4.5,3,2279,1024,82,Patient Registration
6223YBQ,ACTIVE,1/19/17,130,0.1,0,365,29,0,Patient Registration
6222J55,ACTIVE,1/9/17,15304,6.5,9,3118,2129,39,PAT Main
6222J55,ACTIVE,1/10/17,18265,7.8,0,3133,2193,18,PAT Main
6222J55,ACTIVE,1/11/17,15155,6.4,1,3119,2209,21,PAT Main
6222J55,ACTIVE,1/12/17,13015,5.5,8,2769,1713,19,PAT Main
6222J55,ACTIVE,1/13/17,11713,5,1,2910,1811,11,PAT Main
6222J55,ACTIVE,1/14/17,23279,9.9,0,3506,2541,81,PAT Main
6222J55,ACTIVE,1/15/17,12890,5.5,0,2962,1875,24,PAT Main
6222J55,ACTIVE,1/16/17,17632,7.5,3,3287,2276,68,PAT Main
6222J55,ACTIVE,1/17/17,14942,6.3,0,3156,2171,7,PAT Main
6222J55,ACTIVE,1/18/17,16350,7,7,3354,2393,29,PAT Main
6222J55,ACTIVE,1/19/17,1716,0.7,0,540,219,0,PAT Main
6222PB2,ACTIVE,1/9/17,13605,5.7,31,2623,1599,0,7CYT
6222PB2,ACTIVE,1/10/17,4544,1.9,5,1803,506,0,7CYT
6222PB2,ACTIVE,1/11/17,11620,4.8,14,2371,1286,6,7CYT
6222PB2,ACTIVE,1/12/17,12252,5.1,16,2394,1352,0,7CYT
6222PB2,ACTIVE,1/13/17,4949,2.1,2,2078,877,36,7CYT
6222PB2,ACTIVE,1/14/17,,,,,,,7CYT
6222PB2,ACTIVE,1/15/17,,,,,,,7CYT
6222PB2,ACTIVE,1/16/17,6359,2.6,3,2016,854,0,7CYT
6222PB2,ACTIVE,1/17/17,4627,1.9,1,1303,558,0,7CYT
6222K8X,ACTIVE,1/9/17,6792,2.8,12,1977,613,24,HVI
6222K8X,ACTIVE,1/10/17,21,0,0,326,7,0,HVI
6222K6L,ACTIVE,1/9/17,11917,5,,2332,1330,0,OR Main
6222K6L,ACTIVE,1/10/17,10589,4.4,,2196,1133,9,OR Main
6222K6L,ACTIVE,1/11/17,,,,,,,OR Main
6222K6L,ACTIVE,1/12/17,10021,4.2,,2154,1002,35,OR Main
6222K6L,ACTIVE,1/13/17,11407,4.8,,2291,1253,25,OR Main
6222K6L,ACTIVE,1/14/17,,,,,,,OR Main
6222K6L,ACTIVE,1/15/17,14,0,,1364,3,0,OR Main
6222K6L,ACTIVE,1/16/17,10879,4.6,,2209,1142,5,OR Main
6222K6L,ACTIVE,1/17/17,10309,4.3,,2183,1104,8,OR Main
6222K6L,ACTIVE,1/18/17,11,0,,1367,5,0,OR Main
6222K6L,ACTIVE,1/19/17,848,0.4,,406,82,0,OR Main
6222NTC,ACTIVE,1/9/17,107,0,0,1475,28,0,Cancer Care Services
6222NTC,ACTIVE,1/10/17,8705,3.7,18,2366,1141,28,Cancer Care Services
6222NTC,ACTIVE,1/11/17,15358,6.6,21,2864,1762,46,Cancer Care Services
6222NTC,ACTIVE,1/12/17,8709,3.7,27,2274,1099,25,Cancer Care Services
6222NTC,ACTIVE,1/13/17,8866,3.8,13,2390,1230,25,Cancer Care Services
6222NTC,ACTIVE,1/14/17,8818,3.8,5,2402,1285,25,Cancer Care Services
6222NTC,ACTIVE,1/15/17,6886,2.9,10,2284,1106,23,Cancer Care Services
6222NTC,ACTIVE,1/16/17,8842,3.8,9,2338,1136,72,Cancer Care Services
6222NTC,ACTIVE,1/17/17,6073,2.6,6,1877,602,17,Cancer Care Services
6222NTC,ACTIVE,1/18/17,4674,2,2,1502,584,10,Cancer Care Services
6222RCS,ACTIVE,1/9/17,7193,3.5,7,3344,1251,26,Clinical and Business Sys
6222RCS,ACTIVE,1/10/17,5514,2.7,8,3179,1000,9,Clinical and Business Sys
6222RCS,ACTIVE,1/11/17,7244,3.5,11,3493,1304,28,Clinical and Business Sys
6222RCS,ACTIVE,1/12/17,10952,5.3,5,4348,2337,126,Clinical and Business Sys
6222RCS,ACTIVE,1/13/17,8098,3.9,5,3739,1536,30,Clinical and Business Sys
6222RCS,ACTIVE,1/14/17,8008,3.9,0,4152,2168,106,Clinical and Business Sys
6222RCS,ACTIVE,1/15/17,3175,1.5,0,2982,731,0,Clinical and Business Sys
6222RCS,ACTIVE,1/16/17,5358,2.6,4,3154,972,16,Clinical and Business Sys
6222RCS,ACTIVE,1/17/17,3681,1.8,6,3151,845,0,Clinical and Business Sys
6222RCS,ACTIVE,1/18/17,9205,4.5,8,3778,1615,59,Clinical and Business Sys
6222RCS,ACTIVE,1/19/17,71,0,0,555,15,0,Clinical and Business Sys
6222K95,ACTIVE,1/9/17,7283,2.8,4,1595,735,0,Neuro/Uro
6222K95,ACTIVE,1/10/17,9596,3.7,5,1682,853,0,Neuro/Uro
6222K95,ACTIVE,1/11/17,7502,2.9,10,1648,805,0,Neuro/Uro
6222K95,ACTIVE,1/12/17,3976,1.6,6,1285,283,8,Neuro/Uro
6222K95,ACTIVE,1/13/17,11137,4.3,18,1926,1185,0,Neuro/Uro
6222K95,ACTIVE,1/14/17,164,0.1,1,1091,26,0,Neuro/Uro
6222K95,ACTIVE,1/15/17,3832,1.5,2,1380,424,0,Neuro/Uro
6222K95,ACTIVE,1/16/17,5105,2,8,1482,555,0,Neuro/Uro
6222K95,ACTIVE,1/17/17,6256,2.4,6,1565,704,0,Neuro/Uro
6222K95,ACTIVE,1/18/17,5036,2,7,1118,546,0,Neuro/Uro
6222NGD,ACTIVE,1/9/17,14786,6.8,3,2488,1633,36,Cath Lab
6222NGD,ACTIVE,1/10/17,12918,5.6,8,2367,1515,18,Cath Lab
6222NGD,ACTIVE,1/11/17,16614,7.1,4,2382,1527,60,Cath Lab
6222NGD,ACTIVE,1/12/17,12406,5.3,5,2383,1550,25,Cath Lab
6222NGD,ACTIVE,1/13/17,14008,6,2,2762,2050,33,Cath Lab
6222NGD,ACTIVE,1/14/17,12153,5.2,0,2034,995,60,Cath Lab
6222NGD,ACTIVE,1/15/17,11193,4.8,1,2022,1013,54,Cath Lab
6222NGD,ACTIVE,1/16/17,15273,6.6,3,2699,1949,79,Cath Lab
6222NGD,ACTIVE,1/17/17,11495,5,4,2301,1413,13,Cath Lab
6222NGD,ACTIVE,1/18/17,11354,4.9,3,2283,1415,0,Cath Lab
6222NGD,ACTIVE,1/19/17,490,0.2,0,301,51,0,Cath Lab
6222J3T,ACTIVE,1/9/17,5967,2.6,,1757,683,9,Pharmacy Main
6222J3T,ACTIVE,1/10/17,13420,6,,2128,1111,47,Pharmacy Main
6222J3T,ACTIVE,1/11/17,18206,9.1,,2410,1386,86,Pharmacy Main
6222J3T,ACTIVE,1/12/17,17125,7.9,,2364,1382,74,Pharmacy Main
6222J3T,ACTIVE,1/13/17,12108,5.1,,2116,1159,27,Pharmacy Main
6222J3T,ACTIVE,1/14/17,20093,9.9,,2604,1682,81,Pharmacy Main
6222J3T,ACTIVE,1/15/17,19930,9.8,,2532,1574,90,Pharmacy Main
6222J3T,ACTIVE,1/16/17,15202,6.3,,2282,1375,83,Pharmacy Main
6222J3T,ACTIVE,1/17/17,30349,12.5,,2960,2140,174,Pharmacy Main
6222J3T,ACTIVE,1/18/17,25010,10.3,,2637,1708,173,Pharmacy Main
6222J3T,ACTIVE,1/19/17,,,,,,,Pharmacy Main
6222ZS9,ACTIVE,1/9/17,124,0.1,,1297,24,0,Waldemere Medical
6222ZS9,ACTIVE,1/10/17,5155,2.1,,1742,689,0,Waldemere Medical
6222ZS9,ACTIVE,1/11/17,6816,2.8,,1846,830,10,Waldemere Medical
6222ZS9,ACTIVE,1/12/17,4435,1.8,,1718,660,0,Waldemere Medical
6222ZS9,ACTIVE,1/13/17,4602,1.9,,1713,652,0,Waldemere Medical
6222ZS9,ACTIVE,1/14/17,,,,,,,Waldemere Medical
6222ZS9,ACTIVE,1/15/17,206,0.1,,1298,24,0,Waldemere Medical
6222ZS9,ACTIVE,1/16/17,3809,1.6,,1540,361,0,Waldemere Medical
6222ZS9,ACTIVE,1/17/17,6446,2.7,,1813,777,0,Waldemere Medical
6222ZS9,ACTIVE,1/18/17,6266,2.6,,1818,795,11,Waldemere Medical
6222ZS9,ACTIVE,1/19/17,33,0,,339,0,0,Waldemere Medical
6222J47,ACTIVE,1/9/17,,,,,,,5WT
6222J47,ACTIVE,1/12/17,,,,,,,5WT
6222J47,ACTIVE,1/13/17,,,,,,,5WT
6222J47,ACTIVE,1/14/17,,,,,,,5WT
6222J47,ACTIVE,1/15/17,,,,,,,5WT
6222J47,ACTIVE,1/16/17,,,,,,,5WT
6222J47,ACTIVE,1/17/17,,,,,,,5WT
6222J47,ACTIVE,1/18/17,7150,2.9,,1540,540,12,5WT
6222KZC,ACTIVE,1/9/17,,,,,,,5WT
6222RPX,ACTIVE,1/8/17,1997,0.8,0,1588,358,32,8ET
6222RPX,ACTIVE,1/9/17,10549,4.5,3,2374,1165,55,8ET
6222RPX,ACTIVE,1/10/17,13883,5.9,18,2237,1151,85,8ET
6222RPX,ACTIVE,1/11/17,10121,4.3,12,2252,1159,84,8ET
6222RPX,ACTIVE,1/12/17,10147,4.3,12,2389,1362,69,8ET
6222RPX,ACTIVE,1/13/17,8715,3.7,2,2107,982,62,8ET
6222RPX,ACTIVE,1/14/17,4393,1.9,0,1267,589,21,8ET
6222KQC,ACTIVE,1/8/17,7555,3.7,2,2305,708,65,OR Main
6222KQC,ACTIVE,1/9/17,11578,5.2,14,2923,1702,0,OR Main
6222KQC,ACTIVE,1/10/17,12014,5.4,11,2928,1765,0,OR Main
6222KQC,ACTIVE,1/11/17,12567,5.7,13,2912,1750,0,OR Main
6222KQC,ACTIVE,1/12/17,10025,4.7,3,2479,1013,59,OR Main
6222KQC,ACTIVE,1/13/17,8852,4.4,1,2290,730,68,OR Main
6222KQC,ACTIVE,1/14/17,15755,7.4,7,3170,1878,87,OR Main
6222KQC,ACTIVE,1/15/17,19470,9,7,3302,2027,138,OR Main
6222KQC,ACTIVE,1/16/17,11370,5.3,5,2705,1267,99,OR Main
6222KQC,ACTIVE,1/17/17,11275,5.1,9,2887,1666,0,OR Main
6222KQC,ACTIVE,1/18/17,,,,,,,OR Main
6222KQK,ACTIVE,1/8/17,11627,5.4,9,4616,2758,45,ICU
6222KQK,ACTIVE,1/9/17,13715,6.4,25,5315,3442,103,ICU
6222KQK,ACTIVE,1/10/17,7734,3.6,3,3927,1671,80,ICU
6222KQK,ACTIVE,1/11/17,14194,6.6,7,6086,4299,326,ICU
6222KQK,ACTIVE,1/12/17,10555,4.9,9,5083,3252,155,ICU
6222KQK,ACTIVE,1/13/17,14951,6.9,16,5454,3686,69,ICU
6222KQK,ACTIVE,1/14/17,9332,4.3,1,4397,2253,50,ICU
6222KQK,ACTIVE,1/15/17,10814,5,18,4207,2103,8,ICU
6222KQK,ACTIVE,1/16/17,10567,4.9,4,4970,3085,163,ICU
6222KQK,ACTIVE,1/17/17,9050,4.2,4,3908,1929,56,ICU
6222KQK,ACTIVE,1/18/17,11064,5.1,7,4239,2625,107,ICU
6222P6Y,ACTIVE,1/8/17,11195,4.9,,2593,1094,14,Float Team
6222P6Y,ACTIVE,1/9/17,12645,5.5,,2711,1282,27,Float Team
6222P6Y,ACTIVE,1/10/17,13421,5.9,,2794,1428,7,Float Team
6222P6Y,ACTIVE,1/11/17,5863,2.6,,2191,563,13,Float Team
6222P6Y,ACTIVE,1/12/17,4081,1.8,,2064,407,7,Float Team
6222P6Y,ACTIVE,1/13/17,7552,3.3,,2840,1613,32,Float Team
6222P6Y,ACTIVE,1/14/17,2567,1.1,,2002,352,0,Float Team
6222P6Y,ACTIVE,1/15/17,3925,1.7,,2614,1371,0,Float Team
6222P6Y,ACTIVE,1/16/17,3126,1.4,,1995,297,20,Float Team
6222P6Y,ACTIVE,1/17/17,3566,1.6,,2036,360,0,Float Team
6222P6Y,ACTIVE,1/18/17,3830,1.7,,2155,393,0,Float Team
6222HY8,ACTIVE,1/8/17,5350,2.2,10,1741,721,8,Cath Lab
6222HY8,ACTIVE,1/9/17,12969,5.5,6,2397,1608,9,Cath Lab
6222HY8,ACTIVE,1/10/17,12222,5.1,4,1902,906,70,Cath Lab
6222HY8,ACTIVE,1/11/17,12222,5.1,4,2057,1077,84,Cath Lab
6222HY8,ACTIVE,1/12/17,12519,5.2,7,2534,1757,61,Cath Lab
6222HY8,ACTIVE,1/13/17,16126,6.7,6,2739,2053,16,Cath Lab
6222HY8,ACTIVE,1/14/17,8125,3.4,6,1860,883,21,Cath Lab
6222HY8,ACTIVE,1/15/17,22556,10.4,5,2491,1545,164,Cath Lab
6222HY8,ACTIVE,1/16/17,16949,7,5,2645,1945,13,Cath Lab
6222HY8,ACTIVE,1/17/17,11539,4.8,2,1806,777,93,Cath Lab
6222HY8,ACTIVE,1/18/17,12607,6.4,4,2009,945,70,Cath Lab
6222HY8,ACTIVE,1/19/17,,,,,,,Cath Lab
6222JSB,ACTIVE,1/8/17,9415,4.1,0,2674,1375,27,Open Heart
6222JSB,ACTIVE,1/9/17,13112,5.7,5,3025,1650,9,Open Heart
6222JSB,ACTIVE,1/10/17,11130,4.8,3,2915,1602,22,Open Heart
6222JSB,ACTIVE,1/11/17,8147,3.5,2,2376,678,0,Open Heart
6222JSB,ACTIVE,1/12/17,9018,3.9,3,2363,360,8,Open Heart
6222JSB,ACTIVE,1/13/17,14616,6.3,3,2882,1098,0,Open Heart
6222JSB,ACTIVE,1/14/17,9,0,0,1623,3,0,Open Heart
6222JSB,ACTIVE,1/15/17,8233,3.6,0,2441,1017,37,Open Heart
6222JSB,ACTIVE,1/16/17,13418,5.8,6,4313,3213,262,Open Heart
6222JSB,ACTIVE,1/17/17,15221,6.6,22,7161,6201,524,Open Heart
6222JSB,ACTIVE,1/18/17,10807,4.7,6,3767,2686,197,Open Heart
6222RSC,ACTIVE,1/8/17,8659,3.7,0,2372,1240,10,10WT
6222RSC,ACTIVE,1/9/17,7564,3.2,1,2379,1253,7,10WT
6222RSC,ACTIVE,1/10/17,8383,3.6,1,2412,1301,9,10WT
6222RSC,ACTIVE,1/11/17,9657,4.1,1,2568,1520,0,10WT
6222RSC,ACTIVE,1/12/17,9444,4.3,0,2308,1158,41,10WT
6222RSC,ACTIVE,1/13/17,10779,4.5,0,2308,1143,46,10WT
6222RSC,ACTIVE,1/14/17,8204,3.5,1,2136,928,43,10WT
6222RSC,ACTIVE,1/15/17,6504,2.8,1,2217,1054,0,10WT
6222RSC,ACTIVE,1/16/17,8963,3.8,1,2432,1312,0,10WT
6222RSC,ACTIVE,1/17/17,7789,3.3,10,2308,1151,9,10WT
6222RSC,ACTIVE,1/18/17,8491,3.6,0,2238,1046,13,10WT
6222RSC,ACTIVE,1/19/17,20,0,0,356,5,0,10WT
5ZZZYJX,ACTIVE,1/1/17,4280,1.7,0,2129,577,0,Inpatient Rehab
5ZZZYJX,ACTIVE,1/2/17,,,,,,,Inpatient Rehab
5ZZZYJX,ACTIVE,1/3/17,,,,,,,Inpatient Rehab
5ZZZYJX,ACTIVE,1/4/17,1780,0.7,0,1914,253,20,Inpatient Rehab
5ZZZYJX,ACTIVE,1/5/17,7518,3,0,2593,1269,0,Inpatient Rehab
5ZZZYJX,ACTIVE,1/6/17,7263,2.9,0,2568,1232,0,Inpatient Rehab
5ZZZYJX,ACTIVE,1/7/17,7792,3.1,0,2570,1216,7,Inpatient Rehab
5ZZZYJX,ACTIVE,1/8/17,,,,,,,Inpatient Rehab
5ZZZYJX,ACTIVE,1/9/17,38,0,0,1744,10,0,Inpatient Rehab
5ZZZYJX,ACTIVE,1/10/17,,,,,,,Inpatient Rehab
5ZZZYJX,ACTIVE,1/11/17,,,,,,,Inpatient Rehab
5ZZZYJX,ACTIVE,1/12/17,7954,3.2,0,2605,1278,0,Inpatient Rehab
5ZZZYJX,ACTIVE,1/13/17,7002,2.8,0,2399,935,19,Inpatient Rehab
5ZZZYJX,ACTIVE,1/14/17,12942,5.2,0,2934,1675,46,Inpatient Rehab
5ZZZYJX,ACTIVE,1/15/17,10822,4.4,0,2586,1110,64,Inpatient Rehab
5ZZZYJX,ACTIVE,1/16/17,6974,2.8,0,2265,1126,7,Inpatient Rehab
6222KHB,ACTIVE,1/7/17,2025,0.8,0,1897,442,0,8WT
6222KHB,ACTIVE,1/8/17,8210,3.3,1,2566,1282,0,8WT
6222KHB,ACTIVE,1/9/17,1184,0.5,0,1648,166,0,8WT
6222KHB,ACTIVE,1/10/17,8,0,0,1508,3,0,8WT
6222KHB,ACTIVE,1/11/17,,,,,,,8WT
6222KHB,ACTIVE,1/12/17,,,,,,,8WT
6222KHB,ACTIVE,1/13/17,130,0.1,0,1545,36,0,8WT
6222KHB,ACTIVE,1/14/17,3534,1.4,0,1895,469,0,8WT
6222KHB,ACTIVE,1/15/17,8002,3.2,1,2421,1175,0,8WT
6222KHB,ACTIVE,1/16/17,4342,1.7,0,1958,607,0,8WT
6222KHB,ACTIVE,1/17/17,,,,,,,8WT
6222KHB,ACTIVE,1/18/17,,,,,,,8WT
6222KHB,ACTIVE,1/19/17,,,,,,,8WT
6222T8V,ACTIVE,1/7/17,3471,1.5,1,1812,562,12,Venice
6222T8V,ACTIVE,1/8/17,8168,3.6,1,2488,1395,106,Venice
6222T8V,ACTIVE,1/9/17,9299,4.1,3,2373,1354,52,Venice
6222T8V,ACTIVE,1/10/17,5996,2.6,2,1804,922,10,Venice
6222HQ7,ACTIVE,1/2/17,120,0.1,0,1551,27,0,North Port ECC
6222HQ7,ACTIVE,1/3/17,5385,2.3,7,2305,888,0,North Port ECC
6222HQ7,ACTIVE,1/4/17,8949,3.8,1,2635,1373,33,North Port ECC
6222HQ7,ACTIVE,1/5/17,6826,2.9,11,2482,1165,0,North Port ECC
6222HQ7,ACTIVE,1/6/17,5839,2.5,13,2381,1096,16,North Port ECC
6222HQ7,ACTIVE,1/7/17,2796,1.2,0,1985,573,0,North Port ECC
6222HQ7,ACTIVE,1/8/17,4836,2,1,2387,1047,35,North Port ECC
6222HQ7,ACTIVE,1/9/17,3926,1.6,0,2162,805,0,North Port ECC
6222HQ7,ACTIVE,1/10/17,5614,2.4,0,2283,939,21,North Port ECC
